Type,Breed1,Breed2,Color1,Color2,Color3,Fee,Quantity,VideoAmt,AgeBins,PhotoAmt,Age,BreedPure,Gender,MaturitySize,FurLength,Health,ColorAmt,Vaccinated,Dewormed,BreedName,Sterilized,StateBins,ColorName,Description,AdoptionSpeed
2,266,0,7,0,0,0,1,0,2,3,2,Y,1,1,1,1,1,1,1,Domestic Short Hair,2,41326,White,"active, friendly, lovable",2
2,266,0,6,0,0,0,1,0,"[  3,  6)",15,4,Y,1,2,1,1,1,1,2,Domestic Short Hair,2,41326,Gray,"Ash is a playful kitten that loves to eat. He is used to staying indoors and uses his litter tray. Ash likes being around people, very manja and loves cuddling up on your lap. He is used to being free to roam in the house, and dislikes being caged. he is fully vaccinated and has been dewormed. He may be neutered in a weeks time. Terms and conditions for adopting Ash: 1) must be kept indoors only 2) must not be allowed to roam freely outside 3) must not be caged for long periods of time 4) must be neutered when he is 5 months old (neutering is a surgical procedure done so that the cat cannot impregnate a female cat). 5) must be provided with sufficient food, water, shelter, and attention daily. 6) must be played with daily. If you are interested and serious in adopting Ash, feel free to drop me a message. Only serious adopters will be entertained.",3
1,307,0,1,0,0,0,1,0,"[  3,  6)",1,4,N,2,3,1,1,1,1,1,Mixed Breed,2,41327,Black,Cute and adorable girl. Very alert and a good guard dog. Does not need a lot of supervision as long as she is pre-occupied with a bone/toy.,2
1,141,20,1,2,0,0,1,0,"[  3,  6)",2,3,N,2,2,2,1,2,3,3,Labrador Retriever,2,41327,Black,"Molly and Rini sweethearts from Kulim they were brought to our attention and we have been trying to help them find homes. Their brother was adopted and now 16.3 Rini has been adopted, so Molly is left all alone. They have lost their family, seen dogs killed by the council in front of their eyes and now the fosterer can't keep her any longer... She has had her first vaccination, second due early April. She is such a little sweetheart, don't let her go to a shelter... please take her into your heart and home. Bless you for caring about Molly Please spay once they are over 10months",2
2,266,266,2,5,7,0,3,0,"[  0,  2)",3,1,Y,3,1,1,1,3,2,1,Domestic Short Hair,2,41326,Brown,"My grandparents recently adopted a year old female cat. What's they didn't know was that the cat is pregnant with at least 3-6 cats. My grandparents do not have the time to look after these kittens, which are going to be born in a matter of weeks. So our vet suggested them to be aborted than be released into the streets. So instead of killing them, we are looking for good homes for the future kittens. If anyone is interested, please do contact me AS SOON AS POSSIBLE. We only have until this Sunday (1/ ) to make a decision for the cat. The mother is a very good natured and loving cat, which I'm sure the kittens will take after. When the kittens are born, you can come over and take your pick. Or even before they are born, you can come and have a look at the mother yourself. 1st number: (Leslie) 2nd number: (Joseph)",4
1,307,0,1,0,0,0,2,0,"[  0,  2)",7,1,N,2,1,1,1,1,2,1,Mixed Breed,2,41326,Black,"my house female mixed dog has just born two babies dog and died due to unhealthy condition, left over her three babies son, currently i fed these cute babies with milk i bought from vets, dear all, please take all the dogs and take care of it, i will pay if anyone will willing to adopt it, i moving to condo soon and i unable to take care already... please",3
2,266,0,3,6,0,0,2,0,2,4,2,Y,3,1,1,1,2,2,2,Domestic Short Hair,2,41326,Golden,Healthy. Urgently need new home.Please communicate using my email or sms me. All have safely been adopted by their generous family. Thanks to Ms Ng Siew Yuen and,1
1,307,307,1,2,0,0,1,0,"[  6, 12)",1,6,N,1,2,1,1,2,1,1,Mixed Breed,2,41327,Black,"We rescued Chang earlier in the year and he has become the gentlest, most affectionate and attentive dog we’ve had. We are relocating to Australia but feel he is too young to go through the strict quarantine process, and are hoping to find him a loving home here. At almost 6mths old he is already: -House trained, will ""go"" on command -Crate-trained, so has very few bad habits. -Able to sit, drop, stay, fetch, come when called -Leash trained - no pulling or tugging! -Fully vaccinated He is great with kids, happy to be inside or outside or outside the house and loves running along the beach. You are welcome to come and meet him to see how wonderful he is yourself!",3
1,307,0,2,0,0,0,1,0,"[  3,  6)",1,3,N,2,2,1,1,1,2,2,Mixed Breed,2,41401,Brown,Please feel free to contact us : Stuart,4
2,266,266,1,7,0,0,3,0,2,2,2,Y,3,1,1,1,2,3,3,Domestic Short Hair,3,41326,Black,"I have 3 kittens to be given away and they are all healthy and in good condition. Very active and playful but very shy and scare initially. They are extremely lovable once they open up to you. They are quite needy, and love attention. If you're interested and you think you are capable of taking care of them, do call or text me at. Thank You Felicia",1
1,307,0,1,2,0,20,1,0,2,1,2,N,2,2,1,1,2,2,2,Mixed Breed,2,41327,Black,"The puppy is currently taking shelter at SPCA Seberang Perai. Please contact SPCA Seberang Perai if you are interested to adopt her as your pet. Alternatively, visit for more puppies/dogs for adoption.",3
2,266,0,1,7,0,9,1,1,2,10,2,Y,1,1,1,2,2,2,1,Domestic Short Hair,2,41326,Black,"Baby Boy is very very manja for a male cat. He gets along well with other cats and dogs. Infact, he manja with one of my dog. Pls watch video. Since he catches flu, he is place at KK Hillpark Vet. Interested adopter can view him at: , Jln Anggerik Eria 31/AT, Kota Kemuning, Shah Alam Tel: Open from 11am-8pm, close on Wednesday There are many more cute kittens, cats, puppies and dogs (all kind of breeds) for adoption. They are at KK Hilpark Animal Clinic.",1
2,266,0,1,4,7,0,3,0,2,16,2,Y,2,2,1,1,3,2,1,Domestic Short Hair,2,41336,Black,"Homeless souls awaiting for a good home..We do not need adoption fee but only require a pack of cat food after adoption, regardless of size, brand or price. This helps us to feed the strays and so we're able to help more homeless animals. *** It's a MUST for adopter to bring adopted pet for vaccinations and NEUTER/SPAYING surgery because we don't want them to give birth to more homeless souls to this world again like their mother. TQ***  Lately we met with this mother cat named Mami with a very big tummy,obviously she was at late stage of pregnancy. We offered her foods and she gave birth last month at a gym's staircase, we only managed to find her babies after some times. 3babies are very adorable and had flu last week but after oral medications is now recovered. Owner of gym told us that they're forced to release them to street when they grow older. All babies are afraid of strangers but after some times they will be friendly with you. We really really hope to get them a home ASAP before the owner release them out to street..they definitely deserve a good home :( Interested to adopt? We wish adopter would agree to do so.. - Always keep cat indoor all the time - Spay them when they're about 6months old - Agree to bring adopted pet for yearly vaccination - Provide balanced meals and fresh water all the time - Allow for home visit - Love and treat adopted pet like your own precious family members Please give a home to them ♥",3
1,307,0,1,0,0,0,1,0,"[ 12, 24)",3,14,N,2,2,1,1,1,3,1,Mixed Breed,2,41326,Black,"We recently rescued this gorgeous black female dog who looks to be about one year old ish. She is very loving and friendly. We are fostering her at the moment while we look for a home for her. She craves for love. Overall, according to the vet, she is healthly. We just put resolution on her. At the moment she is skinny. we are looking for a good loving home for her. We will be spraying her on 26th Feb .",3
2,266,0,1,6,7,0,2,0,"[  3,  6)",8,3,Y,3,2,2,1,3,2,1,Domestic Short Hair,2,41401,Black,"Aeden and Amber are siblings which were rescued from the backlane of my office in Bangsar. Both are toilet trained and healthy. Aeden is the quiet one while Amber is more ""talkative"". Both are super cute and they will be good companions to those who wish to adopt them. They are presently housed at my place in Pandan Indah. I would prefer the adopter to adopt both of them as they are inseparable. Thanks Aeden and Amber has been adopted by this wonderful person from Ipoh. I hope Aeden and Amber will have lots of love, affection and care throughout their life from this adopter.",2
2,266,0,1,2,7,0,5,0,2,6,2,Y,2,1,1,1,3,1,1,Domestic Short Hair,2,41326,Black,"Hi i have 5 kittens (all females) mixed breeds, i cant take care all of it due to already have lots of cats in my house",2
2,265,266,3,0,0,0,2,0,"[  3,  6)",3,4,N,2,1,2,1,1,1,1,Domestic Medium Hair,2,41401,Golden,friendly n cute,4
1,307,0,2,0,0,0,1,0,"[  3,  6)",4,3,N,2,2,1,1,1,1,1,Mixed Breed,2,41401,Brown,Rescue from BDKL. More details please contact Jacklyn ,3
1,307,0,3,0,0,0,1,0,"[  0,  2)",1,1,N,1,2,1,1,1,2,2,Mixed Breed,2,41326,Golden,Healthy Puppy for adoption. Available for adoption from Mid August onwards.,2
1,307,0,3,0,0,0,1,0,"[  6, 12)",6,6,N,2,2,1,1,1,1,1,Mixed Breed,1,41326,Golden,Mia was dumped near a restaurant in taman mayang mas and wasnt welcome there of course. the patrons and restaurant workers were nasty. she long for a home. Mia is sweet natured and a very good guard dog.,3
1,109,0,3,5,0,300,2,0,"[  3,  6)",2,4,Y,1,2,2,1,2,1,1,Golden Retriever,2,41326,Golden,"2 Golden Retriever cross male puppies for adoption. Healthy and playful. Must bring back to appointed Vet for neutering after 3 months. Sincere adopter please call , enquire for 'Golden Retriever cross puppy'.",2
2,266,0,2,7,0,0,1,0,"[  0,  2)",2,1,Y,1,2,1,1,2,2,2,Domestic Short Hair,2,41401,Brown,"Please contact if you're interested in adopting Nacho :) He can be delivered to Subang Jaya, Puchong or Seri Kembangan. Thank you",2
1,307,0,5,0,0,0,20,0,"[ 24, 60)",1,24,N,2,2,2,1,1,1,1,Mixed Breed,1,41332,Cream,DAISY IS SMART AND LOYAL HER OWNER IS TERMINALLY ILL AND UNABLE TO CARE FOR HER,4
2,251,266,3,7,0,100,1,0,2,5,2,N,1,2,1,1,2,2,1,British Shorthair,2,41326,Golden,"A very cute mix British Shorthair kitten looking for new home. He is Cool Boy, about 2 months old now. He has a cute, round face. He has very thick and short hair that less than 1 cm. When you touch his hair, you will feel like touching a soft carpet. He is in white and golden-orange colour. He has a straight tail. He has beautiful ocean blue eyes too. He has de-flea and was de-wormed on 19th November . He is feeding on kibbles now. He is healthy, very active and playful. He is toilet (potty) trained & could be let go at anytime. *RM adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery done. Anyone interested, please call .",1
1,307,0,2,7,0,0,1,0,2,1,2,N,1,2,1,1,2,1,1,Mixed Breed,2,41326,Brown,These puppies are rescued in Sungai Long . They need a forever loving home . Please give them a chance =),4
2,303,250,1,2,0,0,2,0,"[  6, 12)",5,6,N,2,2,1,1,2,2,1,Tortoiseshell,1,41327,Black,"Found these 2 sisters under a flat. However Management wanted to get rid of them by releasing them in the market or call MBPP to catch them. Due to this, we only can temporary foster them as we already have an old cat in the house. Both are dewormed and spayed. These 2 sisters are mischievous and playful. Cee Cee (black and brown) is the smart one and Bebe (Black) is a silly cat that can play any single toy for a long time. both of them have quite long bushy tail. It is preferable to adopt both of them as they will be sad if separated.",4
1,307,0,1,2,0,0,1,0,"[ 12, 24)",3,13,N,2,2,1,1,2,1,1,Mixed Breed,1,41401,Black,"Tammy is a very healthy, active and playful dog, loves going for walks and affectionate with people. She is very alert, makes a wonderful companion and a good watchdog. Our family loved her very much but our new born babies allergy to furry pets whereby we no longer can keep her with us. Please give her a loving home.",2
2,266,285,1,2,7,0,5,0,"[  3,  6)",5,3,N,3,1,2,1,3,2,1,Domestic Short Hair,2,41401,Black,rafa's and kimora's baby. some have been adopted :) the black(male) is with me but currently reserved. thanks to Kak Linlyla for willing to adopt this baby together with Rafa the mummy cat :),1
1,307,0,1,2,0,0,1,0,"[  3,  6)",2,3,N,2,2,2,1,2,1,1,Mixed Breed,2,41401,Black,"This cutie pie is a confident little dog who will be very trainable. She's been no trouble at all in my house, since she was rescued 2 weeks ago. Has very clean toilet habits - does it by the garden & gate. Playful & always inviting play from other dogs. You'll be one lucky owner to have her.",2
2,250,0,1,0,0,0,1,0,"[ 24, 60)",3,36,Y,1,2,1,1,1,1,1,Bombay,1,41326,Black,Mani boy is a sweet & loving cat. A great companion at home. Currently he is being fostered. Give him a chance to have a sweet home. You'll love his soft & shinning black hair:),3
2,266,0,1,2,7,0,1,0,"[ 24, 60)",3,48,Y,2,2,1,1,3,1,1,Domestic Short Hair,1,41326,Black,"Please adopt Zachy. Owners are moving overseas in a couple of months. Zachy was mistaken for a male at birth, hence her male name. The Ms title was later added after discovering she was actually female. Ms. Zachy has one of the nicest fur coat and nice bushy tail which makes her a beautiful cat. Loves to sleep on top of our fridge.",3
1,307,0,1,0,0,0,1,0,2,14,2,N,2,2,1,1,1,2,1,Mixed Breed,2,41401,Black,A good behaviour fully black female puppy.,3
2,264,0,1,0,0,0,1,0,"[ 24, 60)",2,24,Y,1,2,3,1,1,1,1,Domestic Long Hair,1,41401,Black,"Black is the brother of Lola.He is a mysterious ones, manja and can adapt to new surrounding once he gets to know you. He is 2 years plus now, litter train and is a in house cat. We would like to find him a new home, especially to those serios cat lovers out there.If Black and Lola are adopted together, it would be great..His kibbles are Blackwood for adult and wet food are Fussy cat... Interested? Pls whatsapp the above mentioned number ;)",1
2,266,292,2,6,7,30,2,0,"[ 24, 60)",6,48,N,2,1,1,1,3,1,1,Domestic Short Hair,1,41326,Brown,"Yeni is a big girl with beautiful big blue eyes. She sleeps most of the day and will call for you when she's hungry or just wants love. She has a slight luxating patella but it does not bother her. She's the friendliest girl and gets along with anyone or anything really. She is litter trained. When I go for walks out of the house Yeni tends to follow. She's not the sharpest cat but she is definitely a sweet girl. Lynn is a very shy girl with beautiful shiny soft coat. She takes some time to warm up to new people but once she gets to know you she will always come for love. Lynn is very adventurous thus likes to wander around. She is very intelligent and talkative. Once she is close to you she will answer you with a meow every time you call or say anything to her. She does her business outside of the house. Both come when called. Please take note that these cats are very close to me because of the amount of time i spend with them. If you wish to have the same results you need to spend quality time with them too. :D If interested in adopting Yeni or Lynn alone please drop me a msg and we can discuss it further. The RM adoption fee is just a precaution. I will ask you a series of questions to make sure that you are fit to take care of them. If I find that you may potentially be excellent new owners, I may waive the adoption fee. I'm putting them up for adoption as I will be migrating in the near future. I wish I could take them with me but I can't. So I hope to find good homes for them. UPDATE: (/11)Gugu already has an adopter. Now Lynn and Yeni need to find a good home too. :)",4
2,265,276,7,0,0,50,1,0,"[ 12, 24)",3,17,N,1,2,2,2,1,1,1,Domestic Medium Hair,2,41336,White,"I've adopted him when he was 4 months old from a stranger. Raised him at my rent apartment during my study year. Now I'm done with my studies and currently staying at my parents home. However my little brother is allergic to cat fur. My parents didn't allowed me to keep Kenzo due to my little brother condition. Hence I'm looking for a good & kind-hearted soul that willing to adopt my baby. He deserve a better home. Upon adoption, I will give the adopter the litterbox, water & food bowl, remaining cat litter & kibbles, as well as carrier. Kenzo, 1 years ++ male, dewormed, indoor cat, vaccinated at gov vet (will provide the vaccination certificate upon adoption), not yet castrated. He dislikes to be trapped in cage/carrier or else he will meow, whine or growl incessantly. He also terrified of riding in the car, he seems to be fear & not enjoy the experience. Kenzo is loving, funny and super friendly boy. He is a clingy & spoilt cat with adorable attitude. Active and playful but will collapse after 5-10mins of playing, maybe because he is kinda fat. He has a weird habit of grinding his teeth which is cuteeeee that might fix your mood swing. Litter trained. His light blue eyes are very captivating and could melt your heart instantly. Adopters must agree to keep him indoors or in a secure yard & not to put him in cage unless it's for quarantine/ transportation. Adoption fee RM50 is to make sure new owner is serious to take care of him. Looking for cat lover that can give he a forever home where he deserves more love, care and attention. Location : Horizon Hills, Johor Bahru. Please don't hesitate to message me regarding Kenzo adoption. Thank you. Whatsapp/SMS only, strictly NO CALLS",1
1,307,0,1,6,0,0,1,0,"[  0,  2)",1,1,N,2,2,1,1,2,2,2,Mixed Breed,2,41401,Black,Mother dog was rescued and gave birth to 8 puppies. Mother and all puppies are now at foster home and in good condition. Puppy can be adopted in another 2 to 3 weeks. Interested please call Samantha .,3
2,265,0,2,3,7,0,1,0,"[  3,  6)",4,3,Y,2,1,2,2,3,1,1,Domestic Medium Hair,2,41326,Brown,"We found this little treasure abandoned in a drain in our neighbourhood. She was very skinny and seems to be blind (her inner eyelids don't open). We have taken her to the vet who was impressed by her good health and has contacted a specialist to see if her eyes can be treated so that she may see. She is very loving and curious kitten. She loves cuddling with humans and is litter trained. We can't keep her so we are looking for a nice home for her. She would be an excellent companion for anyone (especially children and the elderly). If she can have surgery for her eyes we will happily sponsor the cost, she is too young to be neutered right now.",4
2,266,0,6,0,0,0,1,0,"[ 60,255]",1,72,Y,1,2,1,1,1,1,1,Domestic Short Hair,1,41326,Gray,"HE IS tough, macho, manje, hensem",3
1,307,0,2,7,0,0,1,0,"[ 24, 60)",3,24,N,1,2,3,3,2,3,3,Mixed Breed,3,41330,Brown,"JOHOR, Kulai (Around INDAHPURA ) Have You Seen This Dog? This poor dog was abandoned by his owners because he is too gentle! A kind girl has been feeding him and found a n adopter willing to take this kid in. But he was no where in sight today. He is suffering from serious injury on one of his eyes. Kulai friends, Please help to keep an eye for him. If you have seen him please contact Nina: 請幫幫孩子~~ 主人嫌他太溫馴不會看門不要他了，載到老遠把他遺棄！有善心人餵狗狗還幫他找家，不過孩子不見蹤影～ 如果你見到他請聯絡 ",2
2,299,299,1,2,5,0,4,0,2,4,2,Y,3,2,1,1,3,2,2,Tabby,2,41326,Black,"Found abandoned. Rescued a few weeks ago. Only about 5 weeks ago. Currently bottle fed, and starting solids. HOpe to find a home soon. Email if keen.",1
2,266,0,1,2,3,0,1,0,"[  0,  2)",1,0,Y,2,2,1,1,3,1,1,Domestic Short Hair,1,41326,Black,"Surrendered by feeder at a vet's clinic. She is active and does ""acrobatic stunts"".",2
1,307,0,2,7,0,200,1,0,"[ 12, 24)",3,21,N,1,2,1,1,2,1,1,Mixed Breed,1,41326,Brown,"He's healthy & happy go lucky. Was found roaming outside the playground of my house. So, decided to take him in, have him vaccinated, neutered & cleaned for adoption cause he deserves a good home & a good family to spend time with.",3
2,243,0,2,3,4,0,2,0,"[  3,  6)",0,3,Y,2,2,2,1,3,2,1,American Shorthair,2,41401,Brown,"This 2little kitten,s are brother n sister,potty train n can eat any kind of food humble n lov to play .tammy has long tail n tabby short tail n both of them look alike.if u interested plz do give me a call thnks",4
1,307,0,1,2,7,0,1,0,"[ 12, 24)",3,12,N,2,2,1,1,3,1,1,Mixed Breed,1,41326,Black,"Jacky is a very loving dog and looking for a good home with a family that will love her forever. Jacky was adopted when she is still a puppy but after she grew up her ""family"" didn't want her anymore. She now resides in a shelter in Bestari Jaya and she is really missing a good home and wonderful family. If you would like to make Jacky a part of your family please do give me a call. Serious adopter only. No caging or chaining allowed.",4
1,307,0,2,5,0,0,2,0,2,15,2,N,2,2,1,1,2,1,1,Mixed Breed,2,41401,Brown,Puppies for adoption,3
2,266,0,1,4,7,0,4,0,2,5,2,Y,3,2,1,1,3,2,2,Domestic Short Hair,2,41401,Black,"Mummy cat is a stray at my house area, real owner is not known. Being compassionate, me & the neighbours feed her most of the time. She delivered her kitties inside my house & I have been looking after them since then. Once they are big enough, I hope someone can adopt them so they will have a better home & care. I don't mind keeping the mummy but will spay her once she has stop nursing the kitties. Most of the time my job scopes required me to be away from home for a few days, therefore I hope cat lovers out there can adopt them asap. FYI, those kitties have started weaning now & they are also litter-box-trained.",1
1,307,0,1,5,0,0,1,1,"[  3,  6)",17,3,N,2,2,1,1,2,3,3,Mixed Breed,3,41327,Black,"I found cute obedient Blackie abandoned at nearby market.Immediately I brought her back to my place and provide her with food, water, and clean shelter. She is very healthy and playful, especially with people and her dog friends. Hopefully she can find a home and receive the love she deserves. Her location is at Tronoh, Perak but outstation adoption can be arranged. If you think you could be the one, please contact me at via PM.",4
1,307,0,3,4,0,0,1,0,"[  3,  6)",5,5,N,1,1,1,1,2,1,1,Mixed Breed,2,41326,Golden,"This lovely boy, still a young puppy, was abandoned by his owner at Taman Selayang Jaya. He was recently adopted, vaccinated and de-wormed but the new owner can't keep him cause of the fragile heath. If you are looking for a friendly and playful companion let me know :-) He's 6 months old.",2
2,266,0,2,0,0,50,1,0,2,1,2,Y,1,1,1,1,1,1,1,Domestic Short Hair,2,41326,Brown,"Born on 12/1/12. Adoption fee is for check up, vax and deworm.",1
2,285,282,2,5,0,500,1,0,"[ 12, 24)",3,18,N,1,3,3,1,2,1,1,Persian,2,Others,Brown,This lovely cat belong to my friend. She ask me to sell her cats because she's going for overseas for years to further her studies. Nobody going to take care of him. Koko is not quite friendly at the beginning. Take time to get along. He prefer to stay in the cage in the presence of stranger. On feed with Blackwood.,2
1,307,0,1,2,0,0,2,0,"[  0,  2)",5,1,N,3,2,1,1,2,1,1,Mixed Breed,2,41326,Black,I MISS THEM SO MUCCHHHHH...............,1
2,265,0,1,7,0,80,1,0,"[  3,  6)",3,3,Y,1,1,2,1,2,2,2,Domestic Medium Hair,2,Others,Black,"I'm selling off a male black and white cat. 3 months old. only RM80. Includes food, food bowls, blanket, cushion, toys, shirts, litter powder and litter pan. Rosco is a good and smart cat. He knows what you're thinking and loves to understand you more. He loves to sleep on your lap when you're on the computer. He also know how to poo in the litter box because I've trained it already. I'm selling him off because I'm starting work soon and got no time to take care of him and I'm afraid he might get into depression. If you're interested please do not hesitate to contact me (preferably SMS). I'm currently living in Semenyih and i have transportation difficulties, so I hope you can collect him yourself if you're interested. But delivery to nearby places is okay for me. Hope to hear from you soon! :)",4
2,266,254,1,4,7,100,4,0,2,6,2,N,3,1,1,2,3,2,2,Domestic Short Hair,2,41336,Black,"8 kittens were found given birth by a stray female calico. 1 has died of failure to thrive, another died of car accident and one cannot be located at the meantime. 1 has adopted and 4 of them still waiting for a caring owner to give them a warm and caring home. Save life, let's adopt.",3
2,266,0,1,2,7,0,2,0,2,25,2,Y,3,1,1,1,3,2,1,Domestic Short Hair,2,41401,Black,"heard kittens crying middle of the night, went to check around, saw these two, one in the drain, one on the edge.. bring home to foster and now they are up for adoption.. they are eating well, poo poo and pee in litter box.. very active when playing but quiet in cage.. very easy pair.. please offer them a place in your warm heart and home.. thank you very much.. :) 14th DECEMBER SHORTY AND SWEETY goes to a new loving home already.. :) THANK YOU DEBRA.. :)",1
1,307,0,1,7,0,0,1,0,"[ 12, 24)",3,12,N,2,2,2,1,2,1,1,Mixed Breed,1,41401,Black,"1+ old female dog looking for a good home. I adopted her from the SPCA 6 months ago when she was around 6 months old. I have an older female dog which i adopted also from the SPCA. The 2 dogs have gotten along well for the past 6 months but for the past 3 weeks have been fighting. Daisy is very good with kids, i have 3 boys aged 5,8 and 9. She is never aggressive towards us and doesnt bark a lot. We are sad that the 2 dogs cant get along. I hope that we can find a good family for Daisy.",3
2,285,288,2,5,6,250,1,0,"[ 12, 24)",1,12,N,2,3,3,1,3,1,1,Persian,2,41326,Brown,she's very manja once u know her.. wanna sell her for my mom.. she's very sweet.. ONLY FOR: 1. Have years of experience in cats. 2. Give full commitment to my Cat. (as my mom luv her very much) 3. Financial strength. (for food n vet check-ups),2
2,299,300,4,0,0,0,1,0,"[  3,  6)",4,3,N,1,2,2,1,1,1,1,Tabby,1,41326,Yellow,Very good looking male orange Tabby. Playful very well behaved toilet trained and eats kibbles. Loves cuddles and purrs purrs purrs.. Area Kajang,4
2,266,0,1,5,0,170,1,2,2,4,2,Y,2,2,1,1,2,2,2,Domestic Short Hair,2,41326,Black,"Hi, I rescued Vee from a nearby restaurant 2 weeks ago. she was having a flu and heavily infested by fleas, but still very playful. current status: healthy, still on antibiotics for the flu. Free from fleas. because of the antibiotics, she hasn't taken the deworm medications and vaccinations because it would be too much for her to handle at once (info from the vet) the adoption fee is to cover for the medical and sustenance cost only because i have 2 other cats at home. i don't intend to make profit out of this adoption. if you are interested, bring a carrier and fetch her at my place. cash and carry.",2
2,266,0,1,7,0,0,1,1,"[  3,  6)",5,4,Y,1,2,1,1,2,2,2,Domestic Short Hair,2,Others,Black,I found this kitten near my house...alone...he is very playful and cute....I hope there are cat lover outside there willing to adopt him because I can't afford to take care of him...I already have 3 cats...and the most reason is I'm not working now still looking for a job... Please call or SMS me...,3
2,266,0,1,7,0,0,2,0,"[ 12, 24)",5,12,Y,2,2,1,2,2,2,2,Domestic Short Hair,2,41326,Black,Cats for adoption - MUST adopt both mother & her baby (one only) - They are stray cats that come to my house every morning & night to eat. - At night they stay in my cat's cage outside my house,4
2,266,0,5,6,7,0,4,0,"[  3,  6)",4,3,Y,3,2,1,1,3,2,2,Domestic Short Hair,2,41332,Cream,"A stray mother gave birth at my friend's house in Bdr Baru Bangi. Now 3 mths old, the 4 healthy kittens are ready for adoption. IMPORTANT: Pls contact Taufix at .",3
2,264,0,1,7,0,0,1,0,2,3,2,Y,1,1,1,1,2,2,2,Domestic Long Hair,2,41401,Black,Took care of a stray mommy cat who gave birth to 3 kittens. Now the kittens need a home.,2
1,218,0,1,2,7,0,2,0,2,3,2,Y,3,2,1,1,3,2,2,Terrier,2,41326,Black,"Abby is the sister with light brown fur, while her brother Mojo has soft black fur. Looking for a loving home. Both the pups are friendly and so adorable.",1
1,182,0,5,0,0,0,1,0,"[ 60,255]",1,65,Y,2,1,1,1,1,1,1,Pug,1,41401,Cream,"I am looking for a good home for my Pug, she is 5 years old and well trained, very good with kids and has a very gentle and loving personality",2
2,265,0,1,0,0,0,1,0,2,2,2,Y,1,2,2,1,1,3,3,Domestic Medium Hair,3,Others,Black,We found him at a shopping mall at a very clean state. Hi is very active and we hope we can give him a new home,4
2,292,299,2,6,0,0,1,0,"[ 12, 24)",7,12,N,2,2,1,1,2,1,1,Siamese,1,41326,Brown,Friendly with human * must always keep indoor* *must return spaying n vaccine fees RM *,4
2,266,0,1,6,7,0,1,0,"[  3,  6)",10,4,Y,1,1,1,1,3,2,2,Domestic Short Hair,2,41326,Black,"Lucky was found in the middle of the road. He has been living in fear for few days but now he is playing and has confident with us even when we bath him. Anyone interested, please call me at. Felicia",1
2,266,0,1,7,0,0,4,0,"[  0,  2)",1,1,Y,3,2,1,1,2,2,2,Domestic Short Hair,2,41401,Black,A stray mom cat gave birth in front of my house on 3rd of March. I am currently feeding the mom outside my house.,2
1,307,307,1,2,3,0,5,0,"[  0,  2)",1,1,N,3,1,1,1,3,2,2,Mixed Breed,2,41401,Black,5 male / female mix breed 1 month old puppies to be adopted urgently as I have already have 2 adult dogs with me. Call me at. Thank you.,2
1,307,0,2,0,0,0,4,0,2,1,2,N,3,2,1,1,1,1,1,Mixed Breed,2,41401,Brown,"4 adorable 2-month old puppies (2 males, 2 females) for adoption. Dewormed & vaccinated. These puppies were rescued from a construction site about a month ago. They were flea-infested, young and weak but now these little rascals are clean, healthy, strong and old enough to go to a forever home. Only good, responsible owners please. Please help share and spread the word to people who you think deserve a sweet, smart companion for life. Puppies must be neutered once they are of age (about 5 to 6 months old). Kindly PM, call or email me if interested in adopting one or two or three or four of these lovelies :) FIRST COME FIRST SERVE BASIS",3
2,266,0,2,4,6,0,4,0,2,4,2,Y,3,1,1,1,3,2,2,Domestic Short Hair,2,41336,Brown,"they are lovely, playfull, rescued kitten, toilet trained and behave. i already got 25 cats and 5 month daughter need to give attention so i need this cat to find loving place and family for them.",2
1,179,205,6,0,0,0,1,0,"[ 24, 60)",4,27,N,1,2,2,1,1,3,3,Poodle,2,Others,Gray,"Charcoal was adopted 2 years ago as my husband relative unable to take care of the puppy. Charcoal been living with us at our Studio about 2 years plus and recently we force to move our studio to the Shoplot outside and there's no place for them to stay in the new studio. We temporary move them to our house (, Jalan Asean 1/2, Taman Asean Melaka) But my father in law don't like animal, We attempt to persuade my father in law to accept them but he insist want us to abandon them. T_T We wish to find a new owner for him or temporary fosterer to take care for us. We willing to pay reasonable price for dog food and we hope to keep in touch in Whatsapp or Wechat so that we can get Charcoal status update in future. :D",1
2,265,0,1,2,6,0,4,0,2,3,2,Y,3,2,2,1,3,2,2,Domestic Medium Hair,2,41326,Black,I have 4 kittens that need to be adopt urgently. It about 1 1/2 months old. My cat got pregnant before we got the chance to get its muted. The kittens are healthy and are eating kittens biscuits now. They are very playful and love being pat I prefer the kittens to be going to the same home but I do understands and its can be adopt separately. I'm hopping the kittens will get a lovely home soon.,1
1,307,0,2,7,0,0,1,0,"[  6, 12)",1,7,N,2,2,1,1,2,1,1,Mixed Breed,2,41326,Brown,Bella is a great dog. But my compound is too small for her and my other dogs according to the council. So I'm looking for someone to love her as much as I do and give her a forever home.,4
1,307,307,1,2,7,0,2,0,"[  3,  6)",2,3,N,2,2,1,1,3,2,2,Mixed Breed,2,41326,Black,"Active, cute and smart",4
1,307,0,1,7,0,100,2,0,"[  0,  2)",1,1,N,3,2,2,1,2,3,3,Mixed Breed,3,41327,Black,"These cute puppies are from a bigger nest whith various colours and would like to be adopted. As they are still young, they receive milk from their mother. After a few weeks they will be ready for adoption. Come and have a look!",3
